0.941,0.991,0.978,1.000,1.000,0.881
0.074,0.126,0.920,0.032,0.068,0.063
0.159,0.173,0.953,0.000,0.000,0.000
0.156,0.001,0.919,0.000,0.000,0.039
0.000,0.211,0.909,0.000,0.000,0.000
0.000,0.023,0.000,0.000,0.084,0.000
