0.026,0.001,1.000,0.991,1.000,0.000
0.061,0.000,0.000,0.000,1.000,0.000
0.000,0.080,0.000,0.000,0.963,0.000
0.043,0.000,0.232,0.000,1.000,0.004
1.000,0.065,0.000,0.145,0.987,0.000
0.053,0.945,1.000,0.886,0.000,0.000
