0.142,0.000,1.000,0.976,0.983,0.046
0.000,0.000,0.000,0.134,1.000,0.000
0.208,0.000,0.000,0.000,0.826,0.000
0.000,0.115,0.000,0.107,1.000,0.088
0.989,0.000,0.163,0.163,0.994,0.000
0.032,1.000,1.000,0.983,0.039,0.000
