0.000,0.000,0.878,0.883,0.956,0.047
0.102,0.011,0.380,0.000,1.000,0.000
0.113,0.000,0.152,0.003,0.898,0.027
0.000,0.000,0.000,0.000,1.000,0.044
0.995,0.077,0.000,0.104,1.000,0.002
0.137,0.953,0.987,0.989,0.001,0.000
